GO_term,category,description,ERR2538488,ERR2538396,ERR2538501,ERR2538446,ERR2538365,ERR2538354,ERR2538494,ERR2538510,ERR2538415,ERR2538376,ERR2538359,ERR2538504,ERR2538526,ERR2538465,ERR2538503,ERR2538424,ERR2538389,ERR2538523,ERR2538405,ERR2538524,ERR2538356,ERR2538448,ERR2538466,ERR2538381,ERR2538460,ERR2538402,ERR2538418,ERR2538474,ERR2538410,ERR2538407,ERR2538459,ERR2538469,ERR2538457,ERR2538384,ERR2538401,ERR2538455,ERR2538447,ERR2538382,ERR2538520,ERR2538414,ERR2538470,ERR2538433,ERR2538426,ERR2538487,ERR2538360,ERR2538452,ERR2538517,ERR2538439,ERR2538509,ERR2538398,ERR2538392,ERR2538516,ERR2538514,ERR2538507,ERR2538491,ERR2538351,ERR2538497,ERR2538419,ERR2538525,ERR2538417,ERR2538386,ERR2538492,ERR2538374,ERR2538350,ERR2538353,ERR2538449,ERR2538357,ERR2538490,ERR2538422,ERR2538394,ERR2538473,ERR2538477,ERR2538511,ERR2538522,ERR2538355,ERR2538421,ERR2538406,ERR2538442,ERR2538379,ERR2538496,ERR2538502,ERR2538512,ERR2538475,ERR2538454,ERR2538519,ERR2538441,ERR2538451,ERR2538456,ERR2538479,ERR2538527,ERR2538444,ERR2538481,ERR2538480,ERR2538361,ERR2538440,ERR2538368,ERR2538387,ERR2538372,ERR2538438,ERR2538366,ERR2538352,ERR2538476,ERR2538505,ERR2538358,ERR2538378,ERR2538383,ERR2538375,ERR2538495,ERR2538429,ERR2538364,ERR2538425,ERR2538482,ERR2538437,ERR2538498,ERR2538428,ERR2538412,ERR2538450,ERR2538472,ERR2538493,ERR2538484,ERR2538369,ERR2538411,ERR2538458,ERR2538434,ERR2538430,ERR2538391,ERR2538435,ERR2538420,ERR2538432,ERR2538380,ERR2538404,ERR2538395,ERR2538408,ERR2538471,ERR2538388,ERR2538500,ERR2538385,ERR2538349,ERR2538453,ERR2538506,ERR2538499,ERR2538431,ERR2538362,ERR2538413,ERR2538373,ERR2538463,ERR2538464,ERR2538468,ERR2538483,ERR2538485,ERR2538478,ERR2538518,ERR2538508,ERR2538393,ERR2538461,ERR2538371,ERR2538390,ERR2538427,ERR2538403,ERR2538363,ERR2538489,ERR2538370,ERR2538400,ERR2538521,ERR2538443,ERR2538397,ERR2538367,ERR2538436,ERR2538409,ERR2538377,ERR2538399,ERR2538423,ERR2538445,ERR2538515,ERR2538416,ERR2538513,ERR2538467,ERR2538486,ERR2538462,SRR1950756,SRR1950712,SRR1950750,SRR1950763,SRR1950711,SRR1950732,SRR1950757,SRR1950735,SRR1950786,SRR1950727,SRR1950770,SRR1950687,SRR1950709,SRR1950778,SRR1950726,SRR1950722,SRR1950707,SRR1950715,SRR1950728,SRR1950789,SRR1950723,SRR1950759,SRR1950771,SRR1950764,SRR1950716,SRR1950699,SRR1950742,SRR1950693,SRR1950769,SRR1950733,SRR1950751,SRR1950762,SRR1950766,SRR1950772,SRR1950787,SRR1950758,SRR1950737,SRR1950744,SRR1950760,SRR1950754,SRR1950747,SRR1950731,SRR1950785,SRR1950714,SRR1950705,SRR1950784,SRR1950710,SRR1950775,SRR1950788,SRR1950780,SRR1950753,SRR1950689,SRR1950743,SRR1950730,SRR1950779,SRR1950736,SRR1950782,SRR1950703,SRR1950717,SRR1950777,SRR1950697,SRR1950773,SRR1950720,SRR1950718,SRR1950721,SRR1950734,SRR1950724,SRR1950776,SRR1950767,SRR1950781,SRR1950745,SRR1950783,SRR1950691,SRR1950713,SRR1950755,SRR1950768,SRR1950741,SRR1950790,SRR1950752,SRR1950738,SRR1950761,SRR1950739,SRR1950701,SRR1950740,SRR1950774,SRR1950729,SRR1950719,SRR1950748,SRR1950749,SRR1950765,SRR1950695,SRR1950725,SRR1950791,SRR1950746,SRR2005638,SRR2005657,SRR2005720,SRR2005713,SRR2005669,SRR2005662,SRR2005644,SRR2005671,SRR2005706,SRR2005665,SRR2005717,SRR2005656,SRR2005649,SRR2005655,SRR2005678,SRR2005663,SRR2005369,SRR2005710,SRR2005712,SRR2005723,SRR2005715,SRR2005697,SRR2005724,SRR2005645,SRR2005651,SRR2005498,SRR2005676,SRR2005455,SRR2005421,SRR2005635,SRR2005714,SRR2005636,SRR2005673,SRR2005379,SRR2005661,SRR2005719,SRR2005659,SRR2005374,SRR2005666,SRR2005718,SRR2005378,SRR2005643,SRR2005725,SRR2005647,SRR2005376,SRR2005698,SRR2005648,SRR2005727,SRR2005664,SRR2005670,SRR2005660,SRR2005667,SRR2005709,SRR2005640,SRR2005721,SRR2005672,SRR2005637,SRR2005373,SRR2005716,SRR2005704,SRR2005380,SRR2005381,SRR2005652,SRR2005646,SRR2005639,SRR2005538,SRR2005722,SRR2005642,SRR2005654,SRR2005650,SRR2005658,SRR2005674,SRR2005707
GO:0016829,lyase activity,molecular_function,53264,43298,17151,35630,158914,144926,18169,74511,78927,163365,137265,38410,45306,811,46802,17935,88518,83686,122750,30256,152108,39615,15132,52990,161909,176940,36485,86079,31596,115282,44735,31719,30122,121463,294548,26632,37420,41814,35939,95944,44559,19504,12809,24143,203600,30854,69581,42126,93693,158032,133870,6351,73452,23194,96592,105528,6641,71885,27244,20353,68480,46605,221475,99480,75216,24107,134141,26859,11400,225476,63520,79180,22903,89278,100855,16778,195437,15287,150151,46151,28463,19987,54636,42430,126914,13600,8344,6767,10423,91317,24232,4482,56231,127383,31544,220652,183334,99413,18887,105850,113649,117878,56820,95696,211026,155650,233959,16580,3269,73215,13560,53992,15598,39141,5013,8149,97019,33801,54428,63727,138146,11823,57245,16500,2651,155183,2639,12367,25899,114923,146365,135092,110105,57709,120536,39268,70822,88986,8303,33159,48854,30015,85586,2039,218944,24545,22007,75942,72743,42498,40707,132685,29302,138602,7355,138262,102867,6448,249777,118219,14668,86058,191896,36597,13651,65599,133907,22987,6076,158514,182381,8353,50442,33446,120227,47419,60349,29768,26996,6249,4989,19236,6064,4313,19546,5541,8347,8473,1744,5090,33727,6413,6725,14742,12383,10014,13458,6593,4419,21308,10247,3497,3811,14012,9117,9105,12641,5683,5456,9584,5762,4108,8773,6332,2151,13741,13421,1334,3545,5756,11734,3144,7840,8743,6139,8484,1943,5134,16392,2339,9211,10515,7468,14996,8574,6744,9939,6557,6122,14367,1873,10226,16403,9615,5911,23888,1718,6929,4071,3383,3592,8469,2561,9553,7213,7154,3652,9405,14791,1892,7165,11303,9623,746,5553,23088,6675,5370,4880,22009,10823,3167,5376,51,29268,186,642,4246,8,3518,31231,230,1662,30,179,421,119,12680,2838,1276,16282,9980,54,27537,507,5,17507,22326,1549,249,6299,28,13157,575,1017,32181,44307,305,8089,1794,92,2395,399,671,12761,6,214,2780,40676,530,11911,75,11314,239,4215,23822,28912,1783,98,11,31,1253,59274,31862,28,15833,76,262,22608,71,20,10851,157,2373,9035,2156
GO:0016491,oxidoreductase activity,molecular_function,277149,213423,77519,131456,575730,589303,88570,364963,363127,661695,618753,190298,220178,3915,217726,80017,405413,347165,565713,138348,697799,183171,71474,228384,707532,665387,174358,398198,148552,518899,195171,138488,143995,538911,1379977,115651,153856,202763,175215,439336,199260,79987,65301,117449,916880,133398,296990,194159,430376,626013,607029,30366,367363,130240,403279,459752,28730,304421,113974,95533,318806,222394,897183,355231,331985,122999,419780,121631,57574,851997,254938,332326,104440,396583,434403,107728,823075,90116,581946,274756,132588,84293,234849,210866,582929,72728,34626,30731,45871,484896,107792,20586,235381,533588,153276,851971,688926,347775,87667,407171,433324,557387,256191,419566,994113,522849,987234,73233,15166,350563,69324,206026,73504,235123,23700,37939,465562,164676,233085,286772,482222,54713,295804,90810,12306,663180,13203,55679,108658,498411,515555,627137,469065,242537,431263,186642,265067,397570,39113,153203,217588,126675,368844,9036,900707,120628,116169,315798,319176,247772,181198,602967,139484,583923,36000,647582,447807,30274,978471,541905,66602,415901,690676,184940,62684,321906,539359,106053,26337,756710,801143,36966,223148,134631,539986,209868,265232,153092,133259,25697,21901,84858,26523,20671,92308,24080,33822,35027,8556,21915,151804,34800,27635,71025,50367,65727,76330,33651,21622,86141,51023,17869,17695,78970,42762,40437,52348,25156,25872,43557,24918,17725,46904,26706,9372,56041,63777,6344,15674,25629,55435,14069,39965,45834,26736,36909,8407,23393,72196,10778,41224,48076,36792,68776,33855,27945,44894,29128,25850,60980,7814,53037,75462,41002,23126,96161,7991,34913,17439,15772,16403,36801,12712,38284,38078,31214,15583,38454,58183,8360,31602,53627,42862,3606,24000,119632,28494,24623,19704,92242,51001,13077,24336,246,149622,806,1840,16898,36,15069,136000,1212,8920,155,890,1628,443,62378,12113,5706,81046,49923,204,115642,2287,56,73691,89976,7898,1096,32181,94,48123,2483,4436,148958,186952,1370,35542,8293,343,11801,1912,3420,60521,54,884,14309,161117,2224,59580,361,55538,1145,16690,116923,119686,7775,387,94,134,5149,247343,136903,109,69133,332,1064,120377,330,85,45213,644,11897,49024,9844
GO:0000150,recombinase activity,molecular_function,4468,7533,1226,3524,10047,33610,1457,19589,1535,30377,48209,668,6579,39,2036,150,11833,5629,10521,3085,58934,2238,1040,3715,16135,23092,2397,16552,2304,27434,714,2743,3953,19253,87870,116,800,2945,2017,19074,5708,400,869,1638,64693,1453,10588,1063,16224,16321,29217,281,12146,2646,7585,17015,361,3736,2400,1259,14754,2490,53261,6296,10917,1274,5802,2051,204,21570,8662,6294,705,8853,15731,219,17408,328,19142,1448,2106,219,7735,3327,13002,552,301,47,184,14539,421,310,4827,25307,1036,21586,16386,8150,274,12063,16483,20585,13188,33602,80034,8429,59219,2077,181,14162,993,2773,447,919,440,393,20256,1488,3623,446,14833,334,10846,739,404,11952,199,155,396,14253,5792,16154,4222,4037,5293,1737,7286,14361,706,7777,2728,937,14418,211,52839,840,1357,4062,770,2839,2777,21435,2207,10098,146,57732,8805,410,22865,38182,1035,39094,12727,3915,184,15866,23048,385,304,36130,32401,89,2733,1065,6113,6151,3880,3113,883,276,325,1123,362,581,1869,240,327,550,169,275,1861,383,400,2146,379,272,1130,698,881,1372,1068,287,205,1134,571,955,228,312,405,1364,707,229,740,473,87,1056,1546,118,213,345,1076,340,817,400,593,520,162,969,801,111,529,1107,2262,749,355,582,745,390,400,239,130,962,1528,442,379,1412,104,674,447,300,344,181,221,415,663,872,324,1549,1160,171,730,734,895,57,568,2418,548,353,247,303,1441,220,497,2,2560,15,16,295,0,357,2485,22,154,5,14,49,7,1093,362,206,2034,528,10,794,34,1,1435,535,133,36,768,3,2335,49,153,2587,126,33,379,119,14,350,41,97,2171,1,6,364,1907,72,615,10,355,22,254,1841,450,136,5,1,1,66,2609,111,2,515,5,33,5146,10,2,269,29,192,1300,198
GO:0004803,transposase activiy,molecular_function,10389,4028,2340,11914,69079,71644,3336,2914,1092,36596,14633,2336,6752,99,10075,130,6760,16591,27555,6986,6456,951,1544,11625,3041,63320,8949,14987,6805,28628,526,8132,3792,14875,25343,627,2950,8215,9031,16206,9665,1259,4118,6271,11250,1376,12780,1655,15035,48945,15515,688,2883,2408,29220,19803,2178,14672,4602,5274,6407,15813,55604,46196,17754,2122,49562,8108,696,36300,17922,31052,1504,24324,27131,802,15815,924,22013,1945,3879,474,10443,4383,6901,1095,288,132,335,1954,401,1269,7859,17794,1339,73559,32851,35358,1136,26408,35216,9990,21110,5819,8742,38177,11014,2736,461,15613,5093,14763,2278,3872,908,968,16758,5317,13199,1190,38861,1784,3912,1101,295,17300,531,341,1183,24343,56633,13255,11775,17222,52885,4595,24122,20432,2238,10793,11903,3414,28453,495,34917,2380,1029,3472,3835,8496,10364,12572,4934,38941,822,2948,34312,910,24669,6459,3670,17550,40838,31750,192,7461,35756,1082,990,2995,12832,143,11860,5708,12046,12998,4523,5727,3104,616,833,4285,1223,1563,7888,455,1260,1292,719,833,4134,1030,1001,4692,998,817,5389,2530,2037,2127,3305,1351,880,5514,1517,1349,211,1048,1543,4459,2606,890,2994,831,138,768,4469,335,440,815,4544,587,2600,1161,1381,1056,383,1921,7554,274,1034,4197,1686,7011,1707,1878,2324,1817,791,424,436,3334,7250,1693,1488,1416,483,3012,1041,1155,1015,266,908,1041,2749,1721,829,4262,1777,947,3185,2059,3771,192,1721,9773,1286,822,693,628,2987,597,2257,41,6508,57,84,1462,1,549,5146,110,238,2,20,66,11,4490,739,378,3352,2977,13,2242,156,9,3058,2336,439,104,693,9,4322,61,358,15999,512,97,551,234,30,451,72,151,8619,6,32,599,7699,98,759,20,473,68,1694,6309,1734,718,29,31,8,208,5250,476,5,1061,11,59,3648,15,22,1503,49,632,5894,2128
GO:0030170,pyridoxal phosphate binding,molecular_function,18337,22976,5978,9787,51593,57754,6307,36794,27480,63740,63164,11770,19913,316,14771,5005,35740,30622,51593,11103,70065,13374,5010,18325,49829,68422,12113,38063,10206,49289,10406,10851,13272,48302,152056,5825,9897,13784,11246,44788,16757,4396,4151,7616,97573,8172,27316,10073,40720,57952,56411,2072,38284,8786,25976,44255,2158,16934,8929,6261,31140,11295,83358,31132,28119,8334,35672,9233,3841,84360,24282,21820,5924,32593,35254,5621,81621,4924,58538,13641,9516,3837,21658,18072,41404,4698,1983,1681,2609,42291,6843,1359,19409,51583,7572,89010,65222,29201,4880,41731,40039,55189,23108,42633,101499,52558,99353,6191,1204,33034,4512,16882,4499,12824,1791,2938,43149,11018,14797,15233,47334,4007,29515,6017,1078,58936,863,2877,4846,41762,45508,64516,30987,20833,37277,12551,24026,37875,3093,13592,15465,6263,31923,804,92482,7428,7779,25287,17604,14155,12603,58736,10243,41928,2444,64993,32337,2177,94053,55214,4721,43336,66133,9314,3763,29643,50244,5547,1909,81752,78972,2140,15198,9849,43029,17524,20054,10401,9679,1856,1564,5874,1752,1355,7964,1430,2712,2386,556,1413,12318,2050,1924,6302,3429,3714,4983,2263,1321,6247,3955,1440,1119,5317,3114,3475,3754,1603,1975,2895,2155,1262,3598,1746,499,3431,4574,402,1128,1945,4450,1028,2535,3208,2061,2594,574,1753,6086,671,3202,3392,3615,5752,2672,1928,3298,2130,1668,3400,642,3778,5687,2672,1925,6861,482,2228,1319,1130,1283,2673,897,2874,2562,2746,1111,2756,4246,744,2808,3681,3646,279,2044,8303,2085,1645,1482,4953,4428,1035,2030,30,17781,74,154,1515,1,1598,13886,119,1070,14,95,176,40,5905,1023,548,8747,4835,17,7020,183,6,7827,7066,645,112,3281,8,4493,230,467,13092,10332,100,2856,1122,35,1377,211,413,5906,3,60,1609,12529,249,6056,23,6405,117,1524,13171,6949,668,52,15,6,452,18417,6959,6,4918,33,102,9180,30,6,4391,60,1315,5817,962
GO:0019842,vitamin binding,molecular_function,8297,8543,2791,7312,22187,24729,3259,15891,10318,28162,27400,6303,8790,166,7760,2814,15431,14309,22914,6269,29466,7762,3111,7560,44869,25487,6889,17412,5364,20359,11628,5408,5677,21276,60123,6607,7710,6623,7082,19043,7819,4559,2578,4001,40850,8588,11588,10919,14358,23836,26456,1018,16923,3562,15351,19602,875,14488,4823,3459,13247,10384,38543,13131,12205,2940,14088,4669,1385,33056,9982,12958,6296,17007,17663,1917,35434,2021,22953,8360,5073,5947,10216,7692,31603,2102,2269,1425,2738,18690,5009,826,9167,20521,7919,37854,26293,11726,2116,16921,16034,26360,9957,18125,43245,19136,42678,3140,688,16292,2923,7720,2386,5132,983,1283,21787,4489,8420,16536,18396,1543,12113,2679,492,27585,387,2994,7471,18441,18689,25251,27494,6889,16314,8005,10208,16988,1585,6628,9660,8097,15722,362,37091,5109,5293,15337,19565,6897,7186,26586,4856,24236,1240,28775,17216,1058,38605,21965,3137,18431,27076,3810,3125,12429,22740,4888,1021,35476,33725,1688,10195,5124,22107,8924,13264,5191,4590,1413,1290,4419,1596,1023,4139,1352,1409,1987,334,1287,3639,1290,1538,2752,3141,1521,3236,1359,960,4921,2741,826,772,3216,1747,1913,3226,1470,1194,1713,951,947,2222,1527,575,3643,3150,312,859,1263,2723,765,1942,1377,1410,1444,402,1080,4988,595,953,2398,2242,4866,1279,1230,1883,1310,1536,4334,329,2602,3560,2548,1139,5484,370,1815,698,682,751,1982,554,2032,1913,1437,855,1300,3192,289,1379,2390,1991,151,996,5635,1619,1377,1153,6591,2168,621,1096,5,5914,39,90,410,1,589,5319,66,366,8,49,54,15,2326,623,262,3208,1800,12,7181,107,0,2853,5121,380,41,1177,5,2052,149,155,6459,13775,52,1933,254,12,482,79,156,2414,7,47,612,9521,70,2268,9,2381,28,382,4619,8496,281,10,1,4,232,15510,9556,9,4380,10,63,5591,14,1,2286,23,457,1855,375
GO:0030246,carbohydrate binding,molecular_function,3333,3339,1005,5874,5610,6057,1863,4427,4004,6694,8384,3038,2272,69,3688,1653,4055,4096,7978,2379,8455,3742,1099,2943,22781,4580,2880,4293,2397,5760,6945,2371,1547,5961,20013,3801,4092,3120,3991,4843,3329,2659,945,2085,11196,4757,2790,6363,4728,4257,6643,506,3595,1357,9139,5166,555,9162,2587,1726,5013,6293,8191,3572,3608,1117,1322,1772,688,6795,2442,8804,3247,5942,6875,824,9686,871,5521,4419,2053,3797,3721,2009,14980,801,1237,803,1437,4749,2700,404,2905,4930,4320,6056,6191,2115,1186,4890,4836,5887,3503,4136,10786,3041,9890,1425,238,3873,796,5512,1229,2701,441,489,6725,1963,4772,9919,2654,582,3513,953,189,7809,153,1870,4993,8175,4530,9606,13779,2500,4020,3712,2237,4815,563,2745,4378,5019,5496,121,7151,2998,2638,6744,11840,2899,3129,4607,2098,10994,461,7886,8283,520,5197,6019,1215,5526,6278,1119,1606,3817,5916,2897,419,9097,6676,1004,3261,2549,8548,3086,5851,2047,1628,896,881,2497,1034,691,1988,1042,857,1372,187,763,2029,813,1137,863,2311,775,1449,791,873,3490,1209,286,611,1294,1002,1110,2294,884,639,791,444,579,835,1090,434,2551,1859,163,575,860,1311,438,966,642,832,1107,291,813,1934,366,569,1428,793,1600,708,686,1120,651,1073,3563,246,1015,1796,1845,802,4086,271,901,442,365,459,1429,275,1270,899,584,577,424,2212,179,608,1473,1007,71,588,1751,998,816,836,5674,657,462,655,3,2430,12,95,175,1,227,1807,14,136,4,18,21,7,946,308,81,1386,913,2,4395,41,0,1356,2750,87,12,509,2,1310,63,77,1924,10279,41,1045,171,0,234,22,64,826,1,10,221,5041,39,1223,6,952,23,199,2009,5883,151,9,2,0,181,8578,7541,3,2539,5,27,1381,14,3,886,16,151,722,85
GO:0046906,tetrapyrrole binding,molecular_function,22025,9725,5949,8488,48876,44010,7301,21145,21625,45918,38945,16944,15892,316,19436,5689,30451,27583,38490,10729,38837,13563,5505,15403,56820,53766,14693,27264,12079,37557,17641,10759,9239,37191,71746,10136,13619,15836,14817,26010,15292,7516,5496,9931,57328,11962,20280,18449,25715,50438,43197,2531,22254,10657,36763,32743,2126,28899,10548,8645,20191,21626,57915,31472,25577,9541,34880,10063,5089,68778,18652,31810,10278,33231,34067,9978,52339,7502,44580,23720,10832,8426,17352,15604,46308,6890,3255,2744,3680,34187,9064,1838,20325,33667,14146,68498,57254,26944,6488,28815,35126,36467,18470,25167,55360,51251,60420,5094,1095,24486,5799,14204,6076,19623,1641,2639,29298,13259,21028,27628,39856,4335,15292,7443,801,47128,1056,4792,11127,37447,48005,34018,40263,18531,40857,16210,23094,27214,3264,11911,19327,12876,28103,600,62614,10273,9272,23878,29846,20827,15402,38315,12231,51037,2711,36304,36923,2398,80862,32214,5994,25962,59686,13605,5453,21992,41126,9505,2037,40656,54491,2935,19071,11501,35279,16443,20907,12399,10111,2302,2125,8085,2586,2370,8375,2023,2855,3241,1011,2091,7504,3881,2401,5901,4624,8506,7256,3386,2496,7789,4877,1708,1571,7130,4187,3406,4646,2453,2316,4286,2328,1594,4249,2411,940,4989,5923,583,1350,2027,5008,1355,3677,5251,2400,4389,692,2466,7801,954,2130,4735,2329,7559,2956,2788,4351,2754,2337,5664,614,5442,6959,3881,2071,8594,728,3893,1468,1506,1526,3350,1214,3218,3631,2617,1296,3616,4969,744,2828,5537,3861,284,2097,12416,2548,2396,1690,8681,4622,1081,2179,6,6816,54,90,1112,2,954,9359,59,590,10,69,109,36,4489,976,395,3751,3197,18,10102,133,5,4001,7339,650,66,1594,6,2711,179,273,13110,17970,101,2531,362,19,670,84,152,4812,7,58,606,13603,114,2704,24,3581,81,1020,4972,11871,499,36,13,10,415,21462,13120,11,6330,11,85,9574,15,2,3277,50,573,2155,849
GO:0043167,ion binding,molecular_function,346828,281456,97213,211499,812315,891514,106424,495886,597843,981906,916234,262371,282870,5091,267892,124787,559832,465140,735558,159334,997967,260485,77676,256250,997513,995299,200173,546319,171350,769220,272056,165641,187441,726227,1876343,161338,217441,253017,177555,605301,254428,112880,70094,133908,1378692,177346,425651,261455,550389,911711,813652,41172,502073,161020,473116,661946,32891,371710,179523,109719,425358,309274,1361698,498818,440132,166573,657842,134914,76418,1288661,348182,374308,133961,488035,561891,123226,1171385,110749,856353,318891,171445,110949,317981,287028,762660,91844,47296,42511,66523,646700,156090,22963,312475,749652,198434,1307231,1002628,570706,130067,742894,633549,777802,322683,620856,1409076,801806,1512994,96261,16321,466273,72899,371913,92250,265468,32115,51431,558787,199939,278977,381211,821691,74156,392343,113271,14533,852206,14850,75335,142320,648458,778705,865021,587368,296448,624192,241756,377857,537800,48560,194822,269999,162466,475437,11091,1363708,151360,145917,462016,400276,263765,217256,879537,171906,690186,42167,931701,554350,41179,1415524,855239,74879,596314,1038468,357190,89516,427891,785444,142583,34255,1061103,1155937,55671,247087,163354,841933,267726,371429,184646,157420,37578,28376,105005,33383,22509,102607,32540,48199,46273,9855,27294,141382,42869,37486,79664,70166,82630,71835,36840,22876,121950,58903,18826,21352,73758,59161,54799,74886,29828,31115,46956,28621,23821,48168,35115,12081,75527,74744,7430,20732,34295,63821,18396,46047,66328,33359,52196,11745,27226,92305,13608,38246,51602,47596,81389,46857,33484,59260,33900,34654,81082,11385,53086,92991,55331,35284,138320,9525,34664,22980,20344,20256,52476,14166,56432,40366,41168,21498,44206,78762,9511,38659,67247,52142,4659,31023,118208,37825,30841,30572,122600,58786,19666,31400,246,187703,1065,4430,23523,55,21246,182224,1532,11251,196,1369,2073,629,67813,17666,8600,107536,61396,321,152832,3072,58,111957,131263,7346,1472,41765,128,94622,3424,7102,170226,243509,1970,46909,9947,436,15452,2517,4512,73304,66,1246,18926,297597,2867,77698,471,73092,1380,20463,156956,151730,9825,514,149,149,7747,370554,174742,132,90534,444,1526,116262,6654,105,73175,992,15322,61913,11515
GO:0005515,protein binding,molecular_function,79548,17534,13953,20338,49797,51665,22257,36343,224530,61839,51020,83250,33044,639,56212,41669,67308,51207,61087,15824,52199,53750,9113,27414,92258,57785,33089,41012,29355,74449,48976,18720,22533,50424,105843,30609,40691,54961,23703,30926,29594,17284,13713,24372,74048,16719,30744,49215,50272,78084,50113,9851,38013,38940,43895,42276,5089,35504,27995,21790,40243,52729,71785,30906,50198,54282,36505,15959,27681,80480,22214,38503,20388,50632,49750,49057,65162,38280,54767,94611,31075,13652,24211,45384,77577,30797,5909,10491,13020,128359,37175,3032,33272,48505,38400,70359,65249,31383,43768,37411,43242,50314,25204,32167,74203,49393,77078,9576,1392,29243,12447,43477,22824,81462,6140,13885,37595,48600,36456,72136,41786,21868,31048,35296,1138,58578,3413,14711,11565,47727,54752,52316,45875,38257,41563,52393,24848,42006,5834,17124,43328,13740,39585,878,69311,38533,22685,70407,49303,64656,32801,57084,35561,52807,8931,48536,51146,10404,99341,43756,8535,32957,69270,35983,21132,52976,50761,32533,5925,60937,66228,15694,27263,31252,216369,28237,50103,35779,31772,5496,3869,13442,4019,4611,10224,4310,9527,6113,3988,3474,14060,11361,4023,8431,7375,33370,7922,7305,3464,16882,6358,2245,3196,7261,14542,10260,13561,3407,5653,6089,3148,3315,5190,4817,2161,6175,11056,902,3065,4807,6648,2744,7796,24331,4473,19910,1624,3549,11502,2203,4803,7736,3694,10577,7648,6128,12406,6695,3396,7411,1904,7937,11629,6187,5135,20014,1960,4649,3473,5235,3152,11535,2734,7457,4935,6955,2672,5512,6617,2113,4450,12576,5845,1261,4373,11409,4969,3991,3556,10774,8576,4193,4212,14,10597,73,269,1693,1,1275,10875,61,659,22,102,115,42,4215,1271,1396,5980,5156,20,15677,219,10,6001,11561,464,81,3896,10,5049,324,373,11698,19747,173,3978,632,36,1007,112,274,4411,7,89,1228,22210,201,6478,41,5208,88,1598,8081,13669,732,44,3,6,603,31879,15546,18,9235,32,76,7341,49,4,5511,41,825,2932,733
GO:0016597,amino acid binding,molecular_function,6399,9626,1916,4738,22107,21886,2179,12351,11136,26188,23937,4182,6804,104,5471,2207,13235,11768,23273,3724,23908,7230,1617,6108,36007,27985,4065,13571,3216,16516,8061,3655,5358,17239,65609,3789,5262,5558,3548,17125,5621,3228,1318,2768,36528,5833,10414,7321,13938,22121,19147,668,13274,2934,11001,19191,744,9538,3044,2041,12838,6686,36160,13733,9800,2474,25428,2967,962,33973,9125,7815,3403,11377,12253,1553,28792,1388,21752,5737,3370,3397,7875,6660,21118,1347,1513,880,1861,13126,3685,440,7760,20002,5266,34661,29021,18904,1675,22654,17476,20290,7665,21147,36840,27213,39677,2459,374,11763,1308,5784,1517,3897,933,1192,13385,3627,6278,9906,23289,1240,13119,1847,402,20351,269,2079,4745,15380,23782,27364,18066,7027,19162,5011,10568,12754,1116,4258,5959,4993,11641,319,42029,3223,4232,12588,11566,4546,4672,21557,3466,17575,815,22512,13644,861,37607,23910,1676,14124,31706,3406,2178,10034,21377,3155,752,27493,28870,1179,5030,3029,22045,6594,10422,3740,2881,1015,771,2820,897,465,2417,941,1083,1189,143,803,3014,789,1094,1816,2045,1008,1454,685,453,3524,1510,381,524,1557,1107,1265,2031,780,607,995,594,627,1076,894,360,2391,1808,176,651,1002,1538,422,1043,915,801,773,298,558,2027,398,765,1066,977,1972,1130,820,1251,787,978,2585,246,1125,2360,1514,628,4024,225,860,412,393,383,1258,277,1682,1053,877,525,825,2186,219,926,1537,1313,118,610,2409,1065,938,645,4101,1269,387,657,4,7881,33,72,469,1,1097,10412,119,675,6,54,63,7,1651,464,237,4073,1575,7,5735,80,2,5071,4040,166,48,1360,2,2982,121,322,4157,8610,44,2115,321,10,784,121,258,2464,1,43,1054,8336,95,2473,19,4862,29,461,7325,5794,253,12,4,3,219,13103,6338,2,3299,24,59,2768,47,1,2639,14,584,2052,236
GO:0046872,metal ion binding,molecular_function,86300,61600,23803,39107,197131,177857,29066,97064,141320,197648,175044,67114,60530,1078,65709,29497,125611,105197,160820,36254,183989,56687,17310,59100,204902,234631,48733,118850,42745,154394,60314,38202,39932,162934,393862,34778,46952,62095,44434,128096,59446,24189,18536,33701,259962,35707,86787,59896,112744,198316,163443,10980,94583,41081,110764,134916,8791,83124,37116,28288,89906,67282,271016,122388,99008,41822,151022,34014,23260,280021,78013,90961,29721,114731,115263,42243,231416,31056,186571,89818,41665,24510,67640,62700,157577,25693,10084,9859,14893,144396,35834,6060,75359,151239,47181,259497,216428,117743,33020,133809,140681,155588,67564,124663,269968,179519,288853,21806,3830,98411,19063,85049,23081,88918,7284,12218,123352,52045,66609,87811,164033,18567,82012,34601,3145,179986,4167,17195,29895,141759,176322,176775,126555,69305,144215,59586,88787,112118,10974,43082,63270,34804,104971,2463,278815,38739,34056,96498,87929,78726,53123,173469,42907,151591,10263,171068,125007,10089,320866,152920,18070,113490,226962,42769,20703,98396,169259,33372,7859,216889,246732,13002,58028,40907,187261,58391,78445,48102,37628,8285,6792,26029,8090,6712,24592,7771,11597,10780,3594,6492,35590,12136,8443,20382,15521,25169,19022,10551,6923,27444,14052,4831,5502,18633,14367,13810,16635,7516,7995,12782,6997,6145,12174,8375,3174,15945,19184,1811,4927,8121,14878,4614,12209,17296,8245,16093,3117,7590,21057,3375,10187,15329,10633,18785,11150,9202,14577,9409,7924,17968,2979,14582,23127,12631,8334,30787,2779,10241,5655,5537,5142,12172,4119,12362,10278,10341,5121,11611,16852,2727,9149,17009,12337,1351,7992,31263,9094,7748,7619,27280,15475,4929,7629,53,38668,250,896,4629,17,4207,38235,339,2108,50,243,471,117,16528,3652,1810,22606,13506,49,32449,664,14,20929,25829,1671,294,8501,25,15333,721,1182,38601,52251,402,9558,2273,97,2958,438,993,15527,19,259,4065,50060,679,16595,99,13907,310,4460,30725,33950,2080,123,33,32,1516,73674,38270,41,19382,86,282,27503,129,25,12748,207,2946,12519,2556
GO:0008658,penicillin binding,molecular_function,1937,3388,856,1779,9937,16154,729,6537,853,17248,20321,891,2540,15,1478,357,7070,4152,6681,1300,18190,1461,483,2350,9398,12744,1395,6531,1167,8898,2240,1630,1558,7955,26957,1010,1393,1322,1076,6914,3034,877,391,829,27890,1683,4634,1787,6325,11560,9140,192,4741,1044,3959,7993,265,3181,1167,586,5062,2441,23522,6599,5258,508,7136,1081,176,14986,4599,2829,1007,5038,7282,117,13294,250,11263,1340,1232,925,3961,1934,8018,327,476,232,377,4990,887,147,3371,14066,1446,14562,11657,6486,790,8642,9711,8970,4390,13195,30273,9586,28937,1041,118,6551,446,2993,407,1008,181,194,7123,995,2204,2747,11337,250,4277,331,168,8608,68,481,1403,7437,8485,10574,5950,2402,6743,1410,4633,5752,370,2380,1826,1663,4613,99,24261,1254,1125,3308,3772,1335,1563,9406,1173,7052,250,16807,4875,170,17067,16641,653,13351,11103,2342,539,5027,12062,788,229,10573,13324,219,1924,1087,3705,2379,3079,1421,745,399,341,1380,407,216,1056,376,503,536,70,290,1917,356,449,912,854,244,760,426,235,1435,717,205,258,779,492,656,815,341,306,549,333,289,557,429,125,1006,753,79,217,415,687,223,467,276,384,377,157,278,1074,150,565,533,762,900,549,379,581,404,424,1098,138,506,1075,725,385,1612,111,315,278,183,233,510,150,633,478,518,263,520,1014,92,436,709,574,57,369,1258,522,399,368,1736,667,251,343,1,1832,14,57,201,0,255,2125,17,115,3,17,32,9,634,179,93,1116,622,2,1478,26,0,1257,1192,60,21,395,1,1120,31,104,1410,3176,24,500,104,8,174,24,54,776,0,3,239,2563,42,769,0,778,16,192,1708,1789,91,6,1,0,64,3995,2260,0,843,4,17,1022,7,0,547,10,153,605,82
